lsid,highway
364381899,service
364381900,service
364381901,service
364381902,footway
364381903,service
364381904,footway
364381905,service
364381956,service
365598294,residential
365598296,unclassified
365598297,residential
365598299,tertiary
365598300,footway
365598301,residential
365598302,steps
365598303,tertiary
365598305,residential
365598306,footway
365598309,tertiary
365644259,unclassified
365644260,unclassified
365644261,tertiary
365644262,tertiary
365677372,residential
365677373,residential
365677379,service
365849017,residential
365849018,tertiary
365849019,tertiary
365849020,tertiary
365849021,tertiary
365849022,tertiary
365849023,residential
365911524,tertiary
366665622,residential
366665633,service
366665634,service
366665635,service
366665636,service
366673721,service
366673722,service
366700472,tertiary
366700474,tertiary
236434683,service
236483802,residential
236483931,residential
236595722,pedestrian
236595723,service
236645182,residential
236645186,residential
236959507,service
236959508,service
236959509,service
236959510,service
236978474,footway
236981344,residential
236983390,tertiary
236983391,tertiary
236983392,service
236983393,service
236983395,service
236984280,service
237036534,residential
237116003,service
237116004,service
237116744,service
237116745,service
237116746,service
237116747,service
237445708,residential
237445710,footway
237445713,steps
237599071,service
237599072,service
237599073,service
237895953,track
237895954,residential
237895982,path
237900833,cycleway
237900835,cycleway
237900836,tertiary
237900837,tertiary
237900839,tertiary
237990962,footway
237993486,footway
238064388,pedestrian
238073291,tertiary
238073292,footway
238084855,residential
238088161,unclassified
238088163,unclassified
238088167,residential
238091258,tertiary
238119779,residential
238119782,residential
238119784,pedestrian
238119786,residential
334848524,pedestrian
335421162,residential
335583919,residential
335583920,residential
335584897,residential
335606244,residential
335776396,residential
335776398,steps
335776401,footway
335776403,service
335776405,footway
335776409,service
335776410,service
336077725,service
336077726,service
336077727,service
336077728,service
336077729,service
336077730,service
450677547,footway
450677548,footway
451053555,cycleway
451053556,cycleway
451958093,residential
452056062,residential
452056065,residential
452141024,unclassified
452390467,residential
452390480,service
452390481,service
452452896,motorway
452452900,motorway
452870172,footway
452870174,footway
452870176,footway
452870178,footway
452870180,footway
452870187,footway
452870188,footway
453523278,residential
453523279,residential
453523280,residential
453523281,residential
453523282,residential
453523283,residential
453523284,residential
453523285,residential
453523286,residential
453523288,residential
453523289,residential
453523290,residential
453523291,residential
453523292,residential
453523293,residential
453523294,tertiary
453523295,tertiary
453523303,residential
453523315,residential
453523338,pedestrian
453523342,service
453523348,footway
453523349,footway
453523350,service
453523351,steps
453523356,steps
453523367,footway
453523406,service
453523420,service
453523430,service
453523442,cycleway
453523454,service
453523460,service
453523461,footway
453523462,service
453523463,service
453523464,footway
453523465,service
453523466,service
453523467,footway
453523468,footway
453523469,footway
453523470,service
453523471,footway
453523472,service
453523473,footway
453523474,service
453523475,service
453590757,footway
453590758,footway
454545001,footway
454545002,steps
454545003,footway
454545004,footway
454545005,steps
454545006,footway
454545007,steps
454545008,footway
454545009,footway
454545010,service
454545021,service
454545024,service
454545025,service
454545027,service
454545028,footway
454545029,steps
454545034,steps
454545035,footway
454545036,footway
454545038,steps
454545039,primary
454545040,primary
556415813,motorway_link
556415814,motorway
557061658,service
557061660,service
557399502,residential
557399510,pedestrian
557399519,steps
557399526,footway
557399533,service
557399541,service
557399549,footway
557399557,footway
557399564,footway
557399582,service
557399587,footway
557399588,steps
557399589,footway
557399590,footway
557399595,service
557399608,service
557399622,service
557399629,service
558899340,pedestrian
558899341,pedestrian
558922092,steps
558922093,footway
558922094,steps
558922095,footway
558922096,steps
558922097,footway
558922098,steps
558922099,steps
558922100,steps
558922101,steps
558922102,footway
558922103,footway
558922104,footway
558922108,service
558922109,service
559564037,footway
559564038,footway
559564040,footway
559564041,footway
559564059,steps
559564060,steps
559564061,footway
559564087,footway
559564089,steps
559564092,footway
559564093,footway
559564115,footway
559749714,pedestrian
559749716,footway
559892527,tertiary
560218184,pedestrian
560340072,footway
560340073,footway
560340074,footway
560340075,footway
560340076,footway
560340077,footway
560365514,service
560365520,service
655219960,living_street
655219961,footway
655219963,living_street
655227863,living_street
655873797,service
655873798,service
655873800,footway
655873801,footway
655873818,service
655873822,service
655873823,service
655873824,service
656349211,service
656349219,service
656349236,service
656349238,service
656349239,service
656349241,footway
656349242,footway
656349243,service
656349244,steps
656349245,steps
656349246,service
656349247,service
656349248,service
656573149,service
656573150,service
658309991,steps
658309992,steps
658309993,steps
658309994,steps
658309995,steps
658309996,steps
658309997,footway
658309998,footway
658309999,steps
658310000,steps
658310001,steps
658310002,steps
658310003,footway
658310004,footway
658310005,footway
658310006,footway
658310007,footway
658310008,footway
658310009,steps
658310010,steps
658310011,footway
658310012,steps
658310013,steps
658310014,footway
658310015,steps
658310017,steps
658310018,service
658310019,service
658310020,service
658310021,service
658310022,steps
658310023,footway
658310024,steps
658310025,footway
658310026,service
658571992,footway
658571993,steps
658571994,footway
658571995,footway
659070485,service
659070494,service
659070502,service
659070511,service
659070518,service
659070526,service
659070533,steps
659070540,footway
659070545,footway
659070557,service
659070562,footway
659070563,steps
659070564,footway
659070566,footway
659070569,service
659070570,footway
659070571,footway
659070572,footway
659070575,service
659070576,service
659070577,service
659070578,service
659070579,service
659070580,service
659070581,service
659070582,service
659070583,service
659070584,service
659343191,pedestrian
659343192,service
315381216,service
315640848,residential
315713035,residential
315713036,residential
980656528,secondary
983278257,service
983278258,service
983278259,service
985155551,service
985155552,service
985155553,service
985155555,footway
701780678,service
701780679,footway
701780680,service
701780681,service
701780682,service
701780683,service
701780684,service
701780685,service
701920494,footway
702070225,pedestrian
702070226,pedestrian
702070227,secondary
702070230,secondary
702194120,footway
702194121,residential
702667433,service
702667434,service
702667436,service
702667438,service
702667439,service
702667440,service
702667441,service
702667442,service
702667443,service
702667444,service
702667445,service
702667446,service
702667447,service
704627260,service
704627261,service
704627262,service
704627263,service
704627338,secondary
705434092,service
705434093,tertiary
705434094,service
705434097,service
705434100,footway
705434101,footway
705434102,footway
705434103,secondary
705434104,service
705434105,secondary
705434106,secondary
706041310,service
706041311,secondary_link
706041312,service
706041313,service
706041315,service
792237274,service
792237275,service
792237276,service
792237277,service
792237278,service
792237279,service
