431543475,residential
431544580,footway
431544581,footway
431544582,footway
431544583,footway
431544584,residential
431544585,footway
431544586,footway
431544587,residential
431544588,footway
431657730,pedestrian
431657731,pedestrian
431659523,footway
431659524,footway
431659525,footway
431659526,footway
431659527,footway
431659528,footway
431659529,footway
431659530,footway
431659531,footway
431659532,footway
431696361,service
431696362,service
431696363,service
431696364,service
431746356,residential
431788936,steps
431788937,footway
431981283,footway
431981285,service
431985871,service
431985873,footway
431985875,footway
431985876,footway
431992740,path
431992742,footway
431992743,footway
431992744,footway
431992745,footway
432051814,footway
432051815,footway
432466950,residential
432550422,footway
454671355,tertiary
454671557,primary
454673629,primary
454728416,footway
454839008,footway
455069070,footway
455069071,footway
455091917,service
455091919,service
455091921,service
455091926,footway
455239838,pedestrian
455482506,footway
455482507,footway
455482508,footway
455482509,footway
455482510,footway
455482511,footway
455482512,footway
455482513,footway
455482515,footway
455482516,footway
455482517,footway
455482518,footway
455482519,footway
455482520,footway
455482521,footway
455482522,footway
455482523,footway
455482525,footway
455482526,footway
455482527,footway
455482528,footway
455482529,footway
455482530,footway
455482531,footway
455482532,footway
455482533,footway
455486727,footway
455708923,cycleway
455708927,primary
455709418,cycleway
455709419,cycleway
455719253,cycleway
455719254,cycleway
455725681,cycleway
455725684,cycleway
455759570,tertiary
455759573,tertiary
456047123,residential
456083598,footway
456083604,steps
456083606,footway
456083608,steps
456083610,footway
456083612,steps
456100212,primary
456112896,service
456112897,footway
456112898,footway
456112901,footway
456112902,path
456197001,service
456197002,service
456197004,service
456197005,service
456197006,service
456197007,service
456197008,service
456197011,service
456197012,service
456228905,footway
456228906,footway
456259120,residential
456421702,pedestrian
456441095,cycleway
456444069,secondary
456447740,footway
456447741,footway
456447742,footway
456453677,primary
456453678,cycleway
456453679,cycleway
456545139,secondary
456545140,footway
456545141,secondary
456545142,footway
456545143,footway
456545144,footway
456545145,footway
456827748,pedestrian
456827749,pedestrian
456835612,pedestrian
456998704,primary
456998705,cycleway
457000200,residential
457008771,residential
457167221,footway
457167222,steps
457167225,secondary
457167233,unclassified
457220207,path
457284977,residential
457335662,service
457335663,service
457335664,service
457335665,service
457641193,elevator
457641198,elevator
457642811,elevator
457642812,elevator
457665678,service
457665679,service
457696399,primary_link
457696401,primary
457696403,primary
457696404,primary
457696405,primary_link
457696406,primary_link
457696407,primary_link
457696408,primary_link
457696540,elevator
457696549,elevator
457696558,elevator
457696559,elevator
457749816,service
457758864,elevator
457882314,residential
457901192,residential
457901193,primary
457901194,footway
457901195,primary
457901196,footway
457973156,footway
458054338,footway
458054339,footway
458065089,footway
458150821,footway
458373511,residential
458373513,service
458468628,service
458468629,service
458468630,footway
458468631,footway
458468632,footway
458575557,service
458700675,footway
458753505,residential
458753506,residential
458753507,service
458753508,residential
458753509,service
458759315,residential
458759316,footway
458759317,footway
458759318,footway
458759320,footway
458786007,footway
458786008,footway
458786009,footway
458786010,pedestrian
358227044,footway
358227045,footway
358227047,footway
358296672,unclassified
358296848,pedestrian
358296849,footway
358375853,footway
358517795,footway
358600076,footway
358600077,footway
358600078,footway
358600080,footway
358600081,footway
358600082,footway
358600083,footway
358600084,footway
358600085,footway
358600086,footway
358600087,footway
358600088,footway
358600089,footway
358615627,footway
358619172,footway
358619173,footway
358619174,pedestrian
358619179,footway
358619180,footway
358619184,pedestrian
358621809,steps
358637317,steps
358637326,footway
358637327,service
358637328,footway
358830028,footway
358830029,footway
358830031,footway
359169810,residential
359169811,residential
359326252,cycleway
359359017,unclassified
359398363,footway
359398368,footway
359398370,footway
359398379,footway
359398382,footway
359635252,pedestrian
359831036,service
359880511,residential
359880513,residential
360005755,footway
360011812,footway
360011813,secondary_link
360011814,footway
360011815,secondary
360011817,footway
360011818,footway
360011819,footway
360011820,footway
360011822,secondary
360011823,secondary_link
360011824,footway
360011825,footway
360011826,footway
360011827,secondary
360011828,footway
360011829,path
360011830,footway
360011831,footway
360016836,footway
360016837,steps
360016838,footway
360016839,footway
360016840,steps
360016841,footway
360016842,footway
360019120,footway
360019123,footway
360019124,service
360019676,service
360019677,service
360019678,service
360022574,primary
360022575,tertiary
360022576,primary
360022577,residential
360022579,residential
360022581,primary
360022584,primary
360022586,primary
360022589,primary
360022595,primary
360022596,primary
360022597,primary
360022598,primary
360033555,service
360033556,service
360126885,footway
360126886,footway
360126887,footway
360126888,footway
360126889,footway
360133449,unclassified
360133450,unclassified
360133451,residential
360133452,residential
360133453,unclassified
360133454,residential
360133456,residential
360135896,service
360135897,residential
360135898,residential
360135899,residential
360135900,residential
360135937,steps
360135938,steps
360135939,steps
360136370,steps
360136371,footway
360139515,service
360153030,footway
360153031,footway
360153032,footway
360153033,footway
360153036,footway
360153042,service
360155586,footway
360163264,residential
360163265,residential
360164991,primary
360195619,secondary
360195620,secondary
360375762,footway
360375765,footway
360473438,service
360565257,service
361002686,footway
361002687,footway
361002688,footway
361002689,footway
361002691,footway
361002692,footway
361002693,path
361040960,steps
361040961,footway
361040962,steps
361040963,steps
361040964,footway
361040965,footway
361040966,steps
361040967,steps
361040968,steps
361040969,footway
361040971,footway
361040977,footway
361040978,footway
361040979,footway
361182678,steps
361182679,service
246841865,footway
246841867,footway
246892051,unclassified
246892052,unclassified
246921323,service
246993035,footway
246993036,footway
246993037,footway
246993039,steps
246993041,footway
246993043,footway
246993045,steps
246993049,footway
246993051,steps
246993053,steps
246993055,footway
246993057,pedestrian
246993059,footway
247036380,pedestrian
247054262,unclassified
247068376,pedestrian
247113362,residential
247113364,secondary
247336616,steps
247336619,steps
247336621,steps
247336623,steps
247336625,steps
247456392,path
247456396,path
247456400,path
247456404,path
247516247,residential
247516249,residential
247516250,residential
247516251,residential
247516252,service
247516253,residential
247516254,residential
247516258,footway
247548196,steps
247586843,steps
247915886,footway
247915891,service
247915892,service
247915894,footway
247915895,service
247915897,footway
247915899,steps
247915903,footway
247915906,footway
247995592,service
247999187,service
248047503,steps
248047504,footway
248153233,unclassified
248153234,service
248153235,footway
248156518,tertiary
